fecha,valor,completo_mediciones,completo_umbral
2009/02/17,8.16,100.0,100.0
2009/02/18,30.24,100.0,100.0
2009/02/19,0.48,100.0,100.0
2009/02/20,0.00,100.0,100.0
2009/02/21,0.48,100.0,100.0
2009/02/22,0.00,100.0,100.0
2009/02/23,4.08,100.0,100.0
2009/02/24,0.24,100.0,100.0
2009/02/25,0.48,100.0,100.0
2009/02/26,0.24,100.0,100.0
2009/02/27,0.00,100.0,100.0
2009/02/28,0.00,100.0,100.0
2009/03/01,0.00,100.0,100.0
2009/03/02,0.00,100.0,100.0
2009/03/03,2.64,100.0,100.0
2009/03/04,0.72,100.0,100.0
2009/03/05,0.00,100.0,100.0
2009/03/06,0.00,100.0,100.0
2009/03/07,0.00,100.0,100.0
2009/03/08,0.00,100.0,100.0
2009/03/09,0.00,100.0,100.0
2009/03/10,,,
2009/03/11,,,
2009/03/12,,,
2009/03/13,,,
2009/03/14,,,
2009/03/15,,,
2009/03/16,,,
2009/03/17,,,
2009/03/18,,,
2009/03/19,,,
2009/03/20,,,
2009/03/21,,,
2009/03/22,,,
2009/03/23,,,
2009/03/24,,,
2009/03/25,,,
2009/03/26,,,
2009/03/27,,,
2009/03/28,,,
2009/03/29,,,
2009/03/30,,,
2009/03/31,,,
2009/04/01,,,
2009/04/02,,,
2009/04/03,,,
2009/04/04,,,
2009/04/05,,,
2009/04/06,,,
2009/04/07,,,
2009/04/08,,,
2009/04/09,,,
2009/04/10,,,
2009/04/11,,,
2009/04/12,,,
2009/04/13,,,
2009/04/14,,,
2009/04/15,,37.5,37.5
2009/04/16,0.72,100.0,100.0
2009/04/17,8.64,100.0,100.0
2009/04/18,0.24,100.0,100.0
2009/04/19,0.00,100.0,100.0
2009/04/20,0.24,100.0,100.0
2009/04/21,0.00,100.0,100.0
2009/04/22,0.00,100.0,100.0
2009/04/23,0.00,100.0,100.0
2009/04/24,0.00,100.0,100.0
2009/04/25,0.00,100.0,100.0
2009/04/26,0.00,100.0,100.0
2009/04/27,0.96,100.0,100.0
2009/04/28,0.00,100.0,100.0
2009/04/29,0.48,100.0,100.0
2009/04/30,3.84,100.0,100.0
2009/05/01,0.00,100.0,100.0
2009/05/02,9.36,100.0,100.0
2009/05/03,2.16,100.0,100.0
2009/05/04,2.88,100.0,100.0
2009/05/05,0.00,100.0,100.0
2009/05/06,0.24,100.0,100.0
2009/05/07,1.44,100.0,100.0
2009/05/08,0.00,100.0,100.0
2009/05/09,0.00,100.0,100.0
2009/05/10,0.00,100.0,100.0
2009/05/11,0.00,100.0,100.0
2009/05/12,6.96,100.0,100.0
2009/05/13,0.00,100.0,100.0
2009/05/14,0.00,100.0,100.0
2009/05/15,0.00,100.0,100.0
2009/05/16,1.44,100.0,100.0
2009/05/17,0.00,100.0,100.0
2009/05/18,1.20,100.0,100.0
2009/05/19,0.24,100.0,100.0
2009/05/20,0.72,100.0,100.0
2009/05/21,0.00,100.0,100.0
2009/05/22,0.00,100.0,100.0
2009/05/23,0.00,100.0,100.0
2009/05/24,0.00,100.0,100.0
2009/05/25,5.28,100.0,100.0
2009/05/26,0.00,100.0,100.0
2009/05/27,0.00,100.0,100.0
2009/05/28,0.00,100.0,100.0
2009/05/29,0.00,100.0,100.0
2009/05/30,0.00,100.0,100.0
2009/05/31,0.00,100.0,100.0
2009/06/01,0.00,100.0,100.0
2009/06/02,0.00,100.0,100.0
2009/06/03,0.00,100.0,100.0
2009/06/04,0.00,100.0,100.0
2009/06/05,0.00,100.0,100.0
2009/06/06,0.00,100.0,100.0
2009/06/07,0.00,100.0,100.0
2009/06/08,0.00,100.0,100.0
2009/06/09,0.48,100.0,100.0
2009/06/10,,,
2009/06/11,,,
2009/06/12,,,
2009/06/13,,,
2009/06/14,,,
2009/06/15,,,
2009/06/16,,,
2009/06/17,,,
2009/06/18,,,
2009/06/19,,,
2009/06/20,,,
2009/06/21,,,
2009/06/22,,,
2009/06/23,,,
2009/06/24,,,
2009/06/25,,,
2009/06/26,,,
2009/06/27,,,
2009/06/28,,,
2009/06/29,,,
2009/06/30,,,
2009/07/01,0.00,100.0,100.0
2009/07/02,0.00,100.0,100.0
2009/07/03,2.16,100.0,100.0
2009/07/04,0.00,100.0,100.0
2009/07/05,0.24,100.0,100.0
2009/07/06,0.00,100.0,100.0
2009/07/07,0.00,100.0,100.0
2009/07/08,0.00,100.0,100.0
2009/07/09,0.24,100.0,100.0
2009/07/10,0.00,100.0,100.0
2009/07/11,0.00,100.0,100.0
2009/07/12,0.00,100.0,100.0
2009/07/13,0.00,100.0,100.0
2009/07/14,0.00,100.0,100.0
2009/07/15,0.00,100.0,100.0
2009/07/16,,,
2009/07/17,,,
2009/07/18,,,
2009/07/19,,,
2009/07/20,,,
2009/07/21,,,
2009/07/22,,,
2009/07/23,,,
2009/07/24,,,
2009/07/25,,,
2009/07/26,,,
2009/07/27,,,
2009/07/28,,,
2009/07/29,,,
2009/07/30,,,
2009/07/31,,,
2009/08/01,,,
2009/08/02,,,
2009/08/03,,,
2009/08/04,,,
2009/08/05,,,
2009/08/06,,,
2009/08/07,,,
2009/08/08,,,
2009/08/09,,,
2009/08/10,,,
2009/08/11,,,
2009/08/12,,,
2009/08/13,,,
2009/08/14,,,
2009/08/15,,,
2009/08/16,,,
2009/08/17,,,
2009/08/18,,,
2009/08/19,,,
2009/08/20,,,
2009/08/21,,,
2009/08/22,,,
2009/08/23,,,
2009/08/24,,,
2009/08/25,,,
2009/08/26,,,
2009/08/27,,,
2009/08/28,,,
2009/08/29,,,
2009/08/30,,,
2009/08/31,,,
2009/09/01,,,
2009/09/02,,,
2009/09/03,,,
2009/09/04,,,
2009/09/05,,,
2009/09/06,,,
2009/09/07,,,
2009/09/08,,,
2009/09/09,,,
2009/09/10,,,
2009/09/11,,,
2009/09/12,,,
2009/09/13,,,
2009/09/14,,,
2009/09/15,,,
2009/09/16,,,
2009/09/17,,,
2009/09/18,,,
2009/09/19,,,
2009/09/20,,,
2009/09/21,,,
2009/09/22,,,
2009/09/23,,,
2009/09/24,,,
2009/09/25,,,
2009/09/26,,,
2009/09/27,,,
2009/09/28,,,
2009/09/29,,,
2009/09/30,,,
2009/10/01,,,
2009/10/02,,,
2009/10/03,,,
2009/10/04,,,
2009/10/05,,,
2009/10/06,,,
2009/10/07,,,
2009/10/08,,,
2009/10/09,,,
2009/10/10,,,
2009/10/11,,,
2009/10/12,,,
2009/10/13,,,
2009/10/14,0.00,100.0,100.0
2009/10/15,0.00,100.0,100.0
2009/10/16,0.00,100.0,100.0
2009/10/17,0.96,100.0,100.0
2009/10/18,0.48,100.0,100.0
2009/10/19,0.72,100.0,100.0
2009/10/20,6.96,100.0,100.0
2009/10/21,0.00,100.0,100.0
2009/10/22,0.00,100.0,100.0
2009/10/23,0.00,100.0,100.0
2009/10/24,0.00,100.0,100.0
2009/10/25,0.00,100.0,100.0
2009/10/26,0.00,100.0,100.0
2009/10/27,0.00,100.0,100.0
2009/10/28,0.00,100.0,100.0
2009/10/29,0.00,100.0,100.0
2009/10/30,0.00,100.0,100.0
2009/10/31,0.00,100.0,100.0
2009/11/01,0.00,100.0,100.0
2009/11/02,0.00,100.0,100.0
2009/11/03,0.00,100.0,100.0
2009/11/04,0.00,100.0,100.0
2009/11/05,0.00,100.0,100.0
2009/11/06,0.00,100.0,100.0
2009/11/07,0.00,100.0,100.0
2009/11/08,0.00,100.0,100.0
2009/11/09,0.24,100.0,100.0
2009/11/10,0.00,100.0,100.0
2009/11/11,0.00,100.0,100.0
2009/11/12,0.00,100.0,100.0
2009/11/13,0.00,100.0,100.0
2009/11/14,0.48,100.0,100.0
2009/11/15,0.00,100.0,100.0
2009/11/16,0.00,100.0,100.0
2009/11/17,0.00,100.0,100.0
2009/11/18,31.68,100.0,100.0
2009/11/19,0.00,100.0,100.0
2009/11/20,0.00,100.0,100.0
2009/11/21,0.00,100.0,100.0
2009/11/22,0.00,100.0,100.0
2009/11/23,1.68,100.0,100.0
2009/11/24,30.96,100.0,100.0
2009/11/25,0.00,100.0,100.0
2009/11/26,0.00,100.0,100.0
2009/11/27,37.92,100.0,100.0
2009/11/28,15.12,100.0,100.0
2009/11/29,6.00,100.0,100.0
2009/11/30,0.00,100.0,100.0
2009/12/01,9.36,100.0,100.0
2009/12/02,7.44,100.0,100.0
2009/12/03,,,
2009/12/04,,,
2009/12/05,,,
2009/12/06,,,
2009/12/07,,,
2009/12/08,,,
2009/12/09,,,
2009/12/10,,,
2009/12/11,,,
2009/12/12,,,
2009/12/13,,,
2009/12/14,,,
2009/12/15,,,
2009/12/16,,,
2009/12/17,,,
2009/12/18,,,
2009/12/19,,,
2009/12/20,,,
2009/12/21,,,
2009/12/22,,,
2009/12/23,,,
2009/12/24,,,
2009/12/25,,,
2009/12/26,,,
2009/12/27,,,
2009/12/28,,,
2009/12/29,,,
2009/12/30,,,
2009/12/31,,,
2010/01/01,,,
2010/01/02,,,
2010/01/03,,,
2010/01/04,,,
2010/01/05,,,
2010/01/06,,,
2010/01/07,,,
2010/01/08,,,
2010/01/09,,,
2010/01/10,,,
2010/01/11,,,
2010/01/12,,,
2010/01/13,,,
2010/01/14,,,
2010/01/15,,,
2010/01/16,,,
2010/01/17,,,
2010/01/18,,,
2010/01/19,,,
2010/01/20,,,
2010/01/21,,,
2010/01/22,,,
2010/01/23,,,
2010/01/24,,,
2010/01/25,,,
2010/01/26,,,
2010/01/27,0.10,100.0,100.0
2010/01/28,0.00,100.0,100.0
2010/01/29,0.00,100.0,100.0
2010/01/30,0.00,100.0,100.0
2010/01/31,0.00,100.0,100.0
2010/02/01,0.00,100.0,100.0
2010/02/02,0.00,100.0,100.0
2010/02/03,0.00,100.0,100.0
2010/02/04,0.00,100.0,100.0
2010/02/05,3.40,100.0,100.0
2010/02/06,18.30,100.0,100.0
2010/02/07,0.00,100.0,100.0
2010/02/08,0.00,100.0,100.0
2010/02/09,0.00,100.0,100.0
2010/02/10,0.00,100.0,100.0
2010/02/11,1.70,100.0,100.0
2010/02/12,0.00,100.0,100.0
2010/02/13,0.00,100.0,100.0
2010/02/14,0.00,100.0,100.0
2010/02/15,0.00,100.0,100.0
2010/02/16,9.60,100.0,100.0
2010/02/17,0.00,100.0,100.0
2010/02/18,0.00,100.0,100.0
2010/02/19,0.00,100.0,100.0
2010/02/20,0.00,100.0,100.0
2010/02/21,0.00,100.0,100.0
2010/02/22,0.10,100.0,100.0
2010/02/23,4.80,100.0,100.0
2010/02/24,0.70,100.0,100.0
2010/02/25,0.00,100.0,100.0
2010/02/26,0.60,100.0,100.0
2010/02/27,0.00,100.0,100.0
2010/02/28,0.00,100.0,100.0
2010/03/01,0.00,100.0,100.0
2010/03/02,0.00,100.0,100.0
2010/03/03,0.00,100.0,100.0
2010/03/04,0.00,100.0,100.0
2010/03/05,0.00,100.0,100.0
2010/03/06,0.00,100.0,100.0
2010/03/07,0.00,100.0,100.0
2010/03/08,0.00,100.0,100.0
2010/03/09,0.00,100.0,100.0
2010/03/10,0.00,100.0,100.0
2010/03/11,3.40,100.0,100.0
2010/03/12,0.00,100.0,100.0
2010/03/13,0.00,100.0,100.0
2010/03/14,0.70,100.0,100.0
2010/03/15,0.00,100.0,100.0
2010/03/16,0.00,100.0,100.0
2010/03/17,0.20,100.0,100.0
2010/03/18,4.10,100.0,100.0
2010/03/19,0.10,100.0,100.0
2010/03/20,0.00,100.0,100.0
2010/03/21,0.00,100.0,100.0
2010/03/22,0.00,100.0,100.0
2010/03/23,7.20,100.0,100.0
2010/03/24,0.00,100.0,100.0
2010/03/25,0.00,100.0,100.0
2010/03/26,0.30,100.0,100.0
2010/03/27,0.00,100.0,100.0
2010/03/28,0.00,100.0,100.0
2010/03/29,0.00,100.0,100.0
2010/03/30,0.10,100.0,100.0
2010/03/31,0.80,100.0,100.0
2010/04/01,0.00,100.0,100.0
2010/04/02,0.60,100.0,100.0
2010/04/03,11.70,100.0,100.0
2010/04/04,0.10,100.0,100.0
2010/04/05,6.00,100.0,100.0
2010/04/06,7.80,100.0,100.0
2010/04/07,10.00,100.0,100.0
2010/04/08,2.70,100.0,100.0
2010/04/09,6.90,100.0,100.0
2010/04/10,10.60,100.0,100.0
2010/04/11,6.10,100.0,100.0
2010/04/12,4.40,100.0,100.0
2010/04/13,14.00,100.0,100.0
2010/04/14,4.30,100.0,100.0
2010/04/15,0.10,100.0,100.0
2010/04/16,6.40,100.0,100.0
2010/04/17,6.60,100.0,100.0
2010/04/18,4.30,100.0,100.0
2010/04/19,13.10,100.0,100.0
2010/04/20,0.00,100.0,100.0
2010/04/21,0.00,100.0,100.0
2010/04/22,0.00,100.0,100.0
2010/04/23,0.00,100.0,100.0
2010/04/24,0.00,100.0,100.0
2010/04/25,0.00,100.0,100.0
2010/04/26,1.20,100.0,100.0
2010/04/27,1.90,100.0,100.0
2010/04/28,3.30,100.0,100.0
2010/04/29,2.10,100.0,100.0
2010/04/30,0.10,100.0,100.0
2010/05/01,34.90,100.0,100.0
2010/05/02,7.80,100.0,100.0
2010/05/03,24.00,100.0,100.0
2010/05/04,24.40,100.0,100.0
2010/05/05,6.10,100.0,100.0
2010/05/06,0.00,100.0,100.0
2010/05/07,0.00,100.0,100.0
2010/05/08,0.00,100.0,100.0
2010/05/09,0.00,100.0,100.0
2010/05/10,0.00,100.0,100.0
2010/05/11,0.20,100.0,100.0
2010/05/12,0.00,100.0,100.0
2010/05/13,0.00,100.0,100.0
2010/05/14,0.00,100.0,100.0
2010/05/15,0.00,100.0,100.0
2010/05/16,0.00,100.0,100.0
2010/05/17,0.00,100.0,100.0
2010/05/18,0.10,100.0,100.0
2010/05/19,0.00,100.0,100.0
2010/05/20,6.80,100.0,100.0
2010/05/21,11.00,100.0,100.0
2010/05/22,0.00,100.0,100.0
2010/05/23,1.10,100.0,100.0
2010/05/24,3.10,100.0,100.0
2010/05/25,0.00,100.0,100.0
2010/05/26,0.10,100.0,100.0
2010/05/27,0.00,100.0,100.0
2010/05/28,0.10,100.0,100.0
2010/05/29,0.10,100.0,100.0
2010/05/30,0.40,100.0,100.0
2010/05/31,3.10,100.0,100.0
2010/06/01,10.30,100.0,100.0
2010/06/02,6.50,100.0,100.0
2010/06/03,0.00,100.0,100.0
2010/06/04,0.00,100.0,100.0
2010/06/05,0.00,100.0,100.0
2010/06/06,0.00,100.0,100.0
2010/06/07,0.40,100.0,100.0
2010/06/08,1.00,100.0,100.0
2010/06/09,0.40,100.0,100.0
2010/06/10,0.00,100.0,100.0
2010/06/11,0.00,100.0,100.0
2010/06/12,0.00,100.0,100.0
2010/06/13,0.00,100.0,100.0
2010/06/14,0.00,100.0,100.0
2010/06/15,0.00,100.0,100.0
2010/06/16,0.30,100.0,100.0
2010/06/17,1.30,100.0,100.0
2010/06/18,0.40,100.0,100.0
2010/06/19,7.10,100.0,100.0
2010/06/20,6.40,100.0,100.0
2010/06/21,0.40,100.0,100.0
2010/06/22,0.00,100.0,100.0
2010/06/23,0.00,100.0,100.0
2010/06/24,0.00,100.0,100.0
2010/06/25,0.00,100.0,100.0
2010/06/26,1.10,100.0,100.0
2010/06/27,0.00,100.0,100.0
2010/06/28,0.60,100.0,100.0
2010/06/29,0.20,100.0,100.0
2010/06/30,0.00,100.0,100.0
2010/07/01,0.90,100.0,100.0
2010/07/02,0.10,100.0,100.0
2010/07/03,0.00,100.0,100.0
2010/07/04,0.70,100.0,100.0
2010/07/05,7.90,100.0,100.0
2010/07/06,0.70,100.0,100.0
2010/07/07,3.10,100.0,100.0
2010/07/08,1.00,100.0,100.0
2010/07/09,16.10,100.0,100.0
2010/07/10,4.60,100.0,100.0
2010/07/11,7.30,100.0,100.0
2010/07/12,9.30,100.0,100.0
2010/07/13,0.10,100.0,100.0
2010/07/14,15.90,100.0,100.0
2010/07/15,2.40,100.0,100.0
2010/07/16,16.60,100.0,100.0
2010/07/17,6.60,100.0,100.0
2010/07/18,0.10,100.0,100.0
2010/07/19,0.00,100.0,100.0
2010/07/20,0.00,100.0,100.0
2010/07/21,0.00,100.0,100.0
2010/07/22,0.00,100.0,100.0
2010/07/23,0.00,100.0,100.0
2010/07/24,0.00,100.0,100.0
2010/07/25,0.00,100.0,100.0
2010/07/26,0.00,100.0,100.0
2010/07/27,0.00,100.0,100.0
2010/07/28,0.00,100.0,100.0
2010/07/29,0.00,100.0,100.0
2010/07/30,0.00,100.0,100.0
2010/07/31,0.00,100.0,100.0
2010/08/01,3.10,100.0,100.0
2010/08/02,4.60,100.0,100.0
2010/08/03,2.60,100.0,100.0
2010/08/04,0.00,100.0,100.0
2010/08/05,0.00,100.0,100.0
2010/08/06,0.00,100.0,100.0
2010/08/07,7.20,100.0,100.0
2010/08/08,0.00,100.0,100.0
2010/08/09,0.00,100.0,100.0
2010/08/10,0.00,100.0,100.0
2010/08/11,0.00,100.0,100.0
2010/08/12,0.00,100.0,100.0
2010/08/13,0.00,100.0,100.0
2010/08/14,0.00,100.0,100.0
2010/08/15,19.80,100.0,100.0
2010/08/16,0.00,100.0,100.0
2010/08/17,0.00,100.0,100.0
2010/08/18,0.00,100.0,100.0
2010/08/19,2.70,100.0,100.0
2010/08/20,0.10,100.0,100.0
2010/08/21,0.00,100.0,100.0
2010/08/22,0.00,100.0,100.0
2010/08/23,0.00,100.0,100.0
2010/08/24,0.00,100.0,100.0
2010/08/25,0.00,100.0,100.0
2010/08/26,0.00,100.0,100.0
2010/08/27,0.00,100.0,100.0
2010/08/28,0.00,100.0,100.0
2010/08/29,0.00,100.0,100.0
2010/08/30,0.00,100.0,100.0
2010/08/31,14.60,100.0,100.0
2010/09/01,1.00,100.0,100.0
2010/09/02,6.10,100.0,100.0
2010/09/03,0.00,100.0,100.0
2010/09/04,11.60,100.0,100.0
2010/09/05,1.10,100.0,100.0
2010/09/06,5.40,100.0,100.0
2010/09/07,1.80,100.0,100.0
2010/09/08,0.00,100.0,100.0
2010/09/09,0.00,100.0,100.0
2010/09/10,0.00,100.0,100.0
2010/09/11,16.30,100.0,100.0
2010/09/12,0.00,100.0,100.0
2010/09/13,0.00,100.0,100.0
2010/09/14,3.00,100.0,100.0
2010/09/15,1.70,100.0,100.0
2010/09/16,0.00,100.0,100.0
2010/09/17,0.00,100.0,100.0
2010/09/18,0.00,100.0,100.0
2010/09/19,0.00,100.0,100.0
2010/09/20,0.30,100.0,100.0
2010/09/21,4.00,100.0,100.0
2010/09/22,6.40,100.0,100.0
2010/09/23,0.00,100.0,100.0
2010/09/24,0.00,100.0,100.0
2010/09/25,1.30,100.0,100.0
2010/09/26,0.60,100.0,100.0
2010/09/27,0.10,100.0,100.0
2010/09/28,18.50,100.0,100.0
2010/09/29,0.10,100.0,100.0
2010/09/30,0.00,100.0,100.0
2010/10/01,0.00,100.0,100.0
2010/10/02,0.00,100.0,100.0
2010/10/03,0.30,100.0,100.0
2010/10/04,0.00,100.0,100.0
2010/10/05,9.00,100.0,100.0
2010/10/06,2.80,100.0,100.0
2010/10/07,0.20,100.0,100.0
2010/10/08,0.00,100.0,100.0
2010/10/09,0.00,100.0,100.0
2010/10/10,0.00,100.0,100.0
2010/10/11,0.00,100.0,100.0
2010/10/12,0.00,100.0,100.0
2010/10/13,0.00,100.0,100.0
2010/10/14,0.00,100.0,100.0
2010/10/15,0.00,100.0,100.0
2010/10/16,0.30,100.0,100.0
2010/10/17,2.70,100.0,100.0
2010/10/18,0.00,100.0,100.0
2010/10/19,6.20,100.0,100.0
2010/10/20,0.00,100.0,100.0
2010/10/21,8.70,100.0,100.0
2010/10/22,7.00,100.0,100.0
2010/10/23,0.60,100.0,100.0
2010/10/24,0.00,100.0,100.0
2010/10/25,0.00,100.0,100.0
2010/10/26,8.20,100.0,100.0
2010/10/27,0.50,100.0,100.0
2010/10/28,0.00,100.0,100.0
2010/10/29,0.00,100.0,100.0
2010/10/30,0.00,100.0,100.0
2010/10/31,0.00,100.0,100.0
2010/11/01,0.00,100.0,100.0
2010/11/02,0.00,100.0,100.0
2010/11/03,0.00,100.0,100.0
2010/11/04,0.00,100.0,100.0
2010/11/05,0.00,100.0,100.0
2010/11/06,0.00,100.0,100.0
2010/11/07,0.00,100.0,100.0
2010/11/08,0.00,100.0,100.0
2010/11/09,0.30,100.0,100.0
2010/11/10,0.90,100.0,100.0
2010/11/11,4.20,100.0,100.0
2010/11/12,5.80,100.0,100.0
2010/11/13,2.50,100.0,100.0
2010/11/14,13.10,100.0,100.0
2010/11/15,31.00,100.0,100.0
2010/11/16,16.60,100.0,100.0
2010/11/17,10.40,100.0,100.0
2010/11/18,8.40,100.0,100.0
2010/11/19,1.30,100.0,100.0
2010/11/20,21.80,100.0,100.0
2010/11/21,4.20,100.0,100.0
2010/11/22,8.00,100.0,100.0
2010/11/23,5.00,100.0,100.0
2010/11/24,0.10,100.0,100.0
2010/11/25,0.20,100.0,100.0
2010/11/26,4.00,100.0,100.0
2010/11/27,0.60,100.0,100.0
2010/11/28,7.30,100.0,100.0
2010/11/29,0.10,100.0,100.0
2010/11/30,0.00,100.0,100.0
2010/12/01,0.00,100.0,100.0
2010/12/02,0.00,100.0,100.0
2010/12/03,0.00,100.0,100.0
2010/12/04,0.00,100.0,100.0
2010/12/05,0.00,100.0,100.0
2010/12/06,0.00,100.0,100.0
2010/12/07,0.00,100.0,100.0
2010/12/08,0.00,100.0,100.0
2010/12/09,9.40,100.0,100.0
2010/12/10,2.30,100.0,100.0
2010/12/11,3.60,100.0,100.0
2010/12/12,0.50,100.0,100.0
2010/12/13,1.60,100.0,100.0
2010/12/14,1.30,100.0,100.0
2010/12/15,20.30,100.0,100.0
2010/12/16,17.30,100.0,100.0
2010/12/17,29.70,100.0,100.0
2010/12/18,16.60,100.0,100.0
2010/12/19,11.00,100.0,100.0
2010/12/20,5.10,100.0,100.0
2010/12/21,0.40,100.0,100.0
2010/12/22,0.20,100.0,100.0
2010/12/23,17.10,100.0,100.0
2010/12/24,5.00,100.0,100.0
2010/12/25,,,
2010/12/26,,,
2010/12/27,,,
2010/12/28,,,
2010/12/29,,,
2010/12/30,,,
2010/12/31,,,
2011/01/01,,,
2011/01/02,,,
2011/01/03,,,
2011/01/04,,,
2011/01/05,,,
2011/01/06,,,
2011/01/07,,,
2011/01/08,,,
2011/01/09,,,
2011/01/10,,,
2011/01/11,,,
2011/01/12,,,
2011/01/13,,,
2011/01/14,,,
2011/01/15,,,
2011/01/16,,,
2011/01/17,,,
2011/01/18,,,
2011/01/19,,,
2011/01/20,,,
2011/01/21,,,
2011/01/22,,,
2011/01/23,,,
2011/01/24,,,
2011/01/25,0.00,100.0,100.0
2011/01/26,0.00,100.0,100.0
2011/01/27,5.10,100.0,100.0
2011/01/28,8.70,100.0,100.0
2011/01/29,2.70,100.0,100.0
2011/01/30,0.00,100.0,100.0
2011/01/31,0.00,100.0,100.0
2011/02/01,0.00,100.0,100.0
2011/02/02,0.00,100.0,100.0
2011/02/03,0.00,100.0,100.0
2011/02/04,0.00,100.0,100.0
2011/02/05,0.00,100.0,100.0
2011/02/06,24.60,100.0,100.0
2011/02/07,8.80,100.0,100.0
2011/02/08,9.30,100.0,100.0
2011/02/09,0.20,100.0,100.0
2011/02/10,1.20,100.0,100.0
2011/02/11,4.10,100.0,100.0
2011/02/12,3.80,100.0,100.0
2011/02/13,4.50,100.0,100.0
2011/02/14,7.80,100.0,100.0
2011/02/15,0.80,100.0,100.0
2011/02/16,7.00,100.0,100.0
2011/02/17,8.80,100.0,100.0
2011/02/18,0.00,100.0,100.0
2011/02/19,0.70,100.0,100.0
2011/02/20,6.70,100.0,100.0
2011/02/21,30.00,100.0,100.0
2011/02/22,0.80,100.0,100.0
2011/02/23,0.20,100.0,100.0
2011/02/24,13.10,100.0,100.0
2011/02/25,8.20,100.0,100.0
2011/02/26,0.00,100.0,100.0
2011/02/27,3.60,100.0,100.0
2011/02/28,10.70,100.0,100.0
2011/03/01,12.80,100.0,100.0
2011/03/02,1.00,100.0,100.0
2011/03/03,0.10,100.0,100.0
2011/03/04,10.20,100.0,100.0
2011/03/05,14.20,100.0,100.0
2011/03/06,17.30,100.0,100.0
2011/03/07,0.00,100.0,100.0
2011/03/08,1.60,100.0,100.0
2011/03/09,5.50,100.0,100.0
2011/03/10,0.60,100.0,100.0
2011/03/11,1.50,100.0,100.0
2011/03/12,6.60,100.0,100.0
2011/03/13,1.10,100.0,100.0
2011/03/14,3.90,100.0,100.0
2011/03/15,0.00,100.0,100.0
2011/03/16,0.00,100.0,100.0
2011/03/17,3.80,100.0,100.0
2011/03/18,21.40,100.0,100.0
2011/03/19,4.30,100.0,100.0
2011/03/20,2.60,100.0,100.0
2011/03/21,9.20,100.0,100.0
2011/03/22,1.20,100.0,100.0
2011/03/23,0.00,100.0,100.0
2011/03/24,14.80,100.0,100.0
2011/03/25,0.20,100.0,100.0
2011/03/26,0.50,100.0,100.0
2011/03/27,0.20,100.0,100.0
2011/03/28,0.00,100.0,100.0
2011/03/29,0.00,100.0,100.0
2011/03/30,1.30,100.0,100.0
2011/03/31,0.80,100.0,100.0
2011/04/01,2.60,100.0,100.0
2011/04/02,0.50,100.0,100.0
2011/04/03,5.40,100.0,100.0
2011/04/04,8.80,100.0,100.0
2011/04/05,9.20,100.0,100.0
2011/04/06,0.00,100.0,100.0
2011/04/07,0.00,100.0,100.0
2011/04/08,0.00,100.0,100.0
2011/04/09,0.00,100.0,100.0
2011/04/10,0.00,100.0,100.0
2011/04/11,0.00,100.0,100.0
2011/04/12,0.00,100.0,100.0
2011/04/13,0.00,100.0,100.0
2011/04/14,0.00,100.0,100.0
2011/04/15,,,
2011/04/16,,,
2011/04/17,,,
2011/04/18,,,
2011/04/19,,,
2011/04/20,,,
2011/04/21,,,
2011/04/22,,,
2011/04/23,,,
2011/04/24,,,
2011/04/25,,,
2011/04/26,,,
2011/04/27,,,
2011/04/28,,74.0,70.8
2011/04/29,,,
2011/04/30,,,
2011/05/01,,24.3,25.0
2011/05/02,0.10,100.0,100.0
2011/05/03,0.00,100.0,100.0
2011/05/04,0.00,100.0,100.0
2011/05/05,0.00,100.0,100.0
2011/05/06,0.00,100.0,100.0
2011/05/07,0.00,100.0,100.0
2011/05/08,0.00,100.0,100.0
2011/05/09,0.00,100.0,100.0
2011/05/10,0.00,100.0,100.0
2011/05/11,0.00,100.0,100.0
2011/05/12,0.00,100.0,100.0
2011/05/13,11.10,100.0,100.0
2011/05/14,2.60,100.0,100.0
2011/05/15,2.00,100.0,100.0
2011/05/16,0.00,100.0,100.0
2011/05/17,0.00,100.0,100.0
2011/05/18,0.00,100.0,100.0
2011/05/19,0.00,100.0,100.0
2011/05/20,0.00,100.0,100.0
2011/05/21,8.40,100.0,100.0
2011/05/22,6.20,100.0,100.0
2011/05/23,1.00,100.0,100.0
2011/05/24,0.00,100.0,100.0
2011/05/25,0.20,100.0,100.0
2011/05/26,0.10,100.0,100.0
2011/05/27,0.00,100.0,100.0
2011/05/28,0.10,100.0,100.0
2011/05/29,0.10,100.0,100.0
2011/05/30,0.00,100.0,100.0
2011/05/31,0.00,100.0,100.0
2011/06/01,0.90,100.0,100.0
2011/06/02,0.10,100.0,100.0
2011/06/03,0.30,100.0,100.0
2011/06/04,1.40,100.0,100.0
2011/06/05,9.90,100.0,100.0
2011/06/06,0.00,100.0,100.0
2011/06/07,0.00,100.0,100.0
2011/06/08,,0.3,0.0
2011/06/09,,,
2011/06/10,,,
2011/06/11,,,
2011/06/12,,,
2011/06/13,,,
2011/06/14,0.10,100.0,100.0
2011/06/15,0.00,100.0,100.0
2011/06/16,0.30,100.0,100.0
2011/06/17,0.00,100.0,100.0
2011/06/18,0.10,100.0,100.0
2011/06/19,12.20,100.0,100.0
2011/06/20,0.10,100.0,100.0
2011/06/21,0.00,100.0,100.0
2011/06/22,0.30,100.0,100.0
