n,date,day-week,day-month,val,weekend,holiday,sequia,,,,,,,,,,,,,,,,,
1285,8/7/2010,jueves,8,2248.49,0,0,1,,,,,,,,,,,,,,,,,
1286,9/7/2010,viernes,9,2205.55,0,0,1,,,,,,,,,,,,,,,,,
1287,10/7/2010,sábado,10,2184.51,1,0,1,,,,,,,,,,,,,,,,,
1288,11/7/2010,domingo,11,2079.34,1,0,1,,,,,,,,,,,,,,,,,
1289,12/7/2010,lunes,12,2208.94,0,0,1,,,,,,,,,,,,,,,,,
1290,13/7/2010,martes,13,2212.00,0,0,1,,,,,,,,,,,,,,,,,
1291,14/7/2010,miércoles,14,2147.30,0,0,1,,,,,,,,,,,,,,,,,
1292,15/7/2010,jueves,15,2152.92,0,0,1,,,,,,,,,,,,,,,,,
1293,16/7/2010,viernes,16,2218.69,0,0,1,,,,,,,,,,,,,,,,,
1294,17/7/2010,sábado,17,2157.99,1,0,1,,,,,,,,,,,,,,,,,
1295,18/7/2010,domingo,18,2088.72,1,0,1,,,,,,,,,,,,,,,,,
1296,19/7/2010,lunes,19,2249.38,0,0,1,,,,,,,,,,,,,,,,,
1297,20/7/2010,martes,20,2213.92,0,0,1,,,,,,,,,,,,,,,,,
1298,21/7/2010,miércoles,21,2316.38,0,0,1,,,,,,,,,,,,,,,,,
1299,22/7/2010,jueves,22,2333.25,0,0,1,,,,,,,,,,,,,,,,,
1300,23/7/2010,viernes,23,2272.10,0,0,1,,,,,,,,,,,,,,,,,
1301,24/7/2010,sábado,24,2250.07,1,0,1,,,,,,,,,,,,,,,,,
1302,25/7/2010,domingo,25,2110.61,1,0,1,,,,,,,,,,,,,,,,,
1303,26/7/2010,lunes,26,2295.69,0,0,1,,,,,,,,,,,,,,,,,
1304,27/7/2010,martes,27,2288.54,0,0,1,,,,,,,,,,,,,,,,,
1305,28/7/2010,miércoles,28,2214.20,0,0,1,,,,,,,,,,,,,,,,,
1306,29/7/2010,jueves,29,2241.68,0,0,1,,,,,,,,,,,,,,,,,
1307,30/7/2010,viernes,30,2231.27,0,0,1,,,,,,,,,,,,,,,,,
1308,31/7/2010,sábado,31,2193.26,1,0,1,,,,,,,,,,,,,,,,,
1309,1/8/2010,domingo,1,2144.94,1,0,1,,,,,,,,,,,,,,,,,
1310,2/8/2010,lunes,2,2135.66,0,0,1,,,,,,,,,,,,,,,,,
1311,3/8/2010,martes,3,2199.75,0,0,1,,,,,,,,,,,,,,,,,
1312,4/8/2010,miércoles,4,2163.17,0,0,1,,,,,,,,,,,,,,,,,
1313,5/8/2010,jueves,5,2276.92,0,0,1,,,,,,,,,,,,,,,,,
1314,6/8/2010,viernes,6,2306.26,0,0,1,,,,,,,,,,,,,,,,,
1315,7/8/2010,sábado,7,2211.75,1,0,1,,,,,,,,,,,,,,,,,
1316,8/8/2010,domingo,8,2105.49,1,0,1,,,,,,,,,,,,,,,,,
1317,9/8/2010,lunes,9,2229.89,0,0,1,,,,,,,,,,,,,,,,,
1318,10/8/2010,martes,10,2266.66,0,1,1,,,,,,,,,,,,,,,,,
1319,11/8/2010,miércoles,11,2308.87,0,0,1,,,,,,,,,,,,,,,,,
1320,12/8/2010,jueves,12,2370.56,0,0,1,,,,,,,,,,,,,,,,,
1321,13/8/2010,viernes,13,2221.13,0,0,1,,,,,,,,,,,,,,,,,
1322,14/8/2010,sábado,14,2164.38,1,0,1,,,,,,,,,,,,,,,,,
1323,15/8/2010,domingo,15,2126.43,1,0,1,,,,,,,,,,,,,,,,,
1324,16/8/2010,lunes,16,2250.03,0,0,1,,,,,,,,,,,,,,,,,
1325,17/8/2010,martes,17,2303.96,0,0,1,,,,,,,,,,,,,,,,,
1326,18/8/2010,miércoles,18,2308.03,0,0,1,,,,,,,,,,,,,,,,,
1327,19/8/2010,jueves,19,2304.25,0,0,1,,,,,,,,,,,,,,,,,
1328,20/8/2010,viernes,20,2367.95,0,0,1,,,,,,,,,,,,,,,,,
1329,21/8/2010,sábado,21,2346.01,1,0,1,,,,,,,,,,,,,,,,,
1330,22/8/2010,domingo,22,2276.05,1,0,1,,,,,,,,,,,,,,,,,
1331,23/8/2010,lunes,23,2340.21,0,0,1,,,,,,,,,,,,,,,,,
1332,24/8/2010,martes,24,2424.81,0,0,1,,,,,,,,,,,,,,,,,
1333,25/8/2010,miércoles,25,2423.95,0,0,1,,,,,,,,,,,,,,,,,
1334,26/8/2010,jueves,26,2387.15,0,0,1,,,,,,,,,,,,,,,,,
1335,27/8/2010,viernes,27,2398.84,0,0,1,,,,,,,,,,,,,,,,,
1336,28/8/2010,sábado,28,2378.05,1,0,1,,,,,,,,,,,,,,,,,
1337,29/8/2010,domingo,29,2513.45,1,0,1,,,,,,,,,,,,,,,,,
1338,30/8/2010,lunes,30,2398.62,0,0,1,,,,,,,,,,,,,,,,,
1339,31/8/2010,martes,31,2482.81,0,0,1,,,,,,,,,,,,,,,,,
1340,1/9/2010,miércoles,1,2192.23,0,0,1,,,,,,,,,,,,,,,,,
1341,2/9/2010,jueves,2,2212.31,0,0,1,,,,,,,,,,,,,,,,,
1342,3/9/2010,viernes,3,2146.99,0,0,1,,,,,,,,,,,,,,,,,
1343,4/9/2010,sábado,4,2237.11,1,0,1,,,,,,,,,,,,,,,,,
1344,5/9/2010,domingo,5,2052.91,1,0,1,,,,,,,,,,,,,,,,,
1345,6/9/2010,lunes,6,2168.50,0,0,1,,,,,,,,,,,,,,,,,
1346,7/9/2010,martes,7,2290.45,0,0,1,,,,,,,,,,,,,,,,,
1347,8/9/2010,miércoles,8,2220.34,0,0,1,,,,,,,,,,,,,,,,,
1348,9/9/2010,jueves,9,2270.36,0,0,1,,,,,,,,,,,,,,,,,
1349,10/9/2010,viernes,10,2283.25,0,0,1,,,,,,,,,,,,,,,,,
1350,11/9/2010,sábado,11,2222.44,1,0,1,,,,,,,,,,,,,,,,,
1351,12/9/2010,domingo,12,2385.23,1,0,1,,,,,,,,,,,,,,,,,
1352,13/9/2010,lunes,13,2325.14,0,0,1,,,,,,,,,,,,,,,,,
1353,14/9/2010,martes,14,2201.92,0,0,1,,,,,,,,,,,,,,,,,
1354,15/9/2010,miércoles,15,2362.89,0,0,1,,,,,,,,,,,,,,,,,
1355,16/9/2010,jueves,16,2294.85,0,0,1,,,,,,,,,,,,,,,,,
1356,17/9/2010,viernes,17,2183.53,0,0,1,,,,,,,,,,,,,,,,,
1357,18/9/2010,sábado,18,2290.44,1,0,1,,,,,,,,,,,,,,,,,
1358,19/9/2010,domingo,19,2096.43,1,0,1,,,,,,,,,,,,,,,,,
1359,20/9/2010,lunes,20,2136.93,0,0,1,,,,,,,,,,,,,,,,,
1360,21/9/2010,martes,21,2256.85,0,0,1,,,,,,,,,,,,,,,,,
1361,22/9/2010,miércoles,22,2209.43,0,0,1,,,,,,,,,,,,,,,,,
1362,23/9/2010,jueves,23,2107.40,0,0,1,,,,,,,,,,,,,,,,,
1363,24/9/2010,viernes,24,2269.83,0,0,1,,,,,,,,,,,,,,,,,
1364,25/9/2010,sábado,25,2264.98,1,0,1,,,,,,,,,,,,,,,,,
1365,26/9/2010,domingo,26,2136.02,1,0,1,,,,,,,,,,,,,,,,,
1366,27/9/2010,lunes,27,2242.18,0,0,1,,,,,,,,,,,,,,,,,
1367,28/9/2010,martes,28,2180.44,0,0,1,,,,,,,,,,,,,,,,,
1368,29/9/2010,miércoles,29,2238.03,0,0,1,,,,,,,,,,,,,,,,,
1369,30/9/2010,jueves,30,2216.70,0,0,1,,,,,,,,,,,,,,,,,
1370,1/10/2010,viernes,1,2307.64,0,0,0,,,,,,,,,,,,,,,,,
1371,2/10/2010,sábado,2,2434.41,1,0,0,,,,,,,,,,,,,,,,,
1372,3/10/2010,domingo,3,2248.14,1,0,0,,,,,,,,,,,,,,,,,
1373,4/10/2010,lunes,4,2285.43,0,0,0,,,,,,,,,,,,,,,,,
1374,5/10/2010,martes,5,2333.94,0,0,0,,,,,,,,,,,,,,,,,
1375,6/10/2010,miércoles,6,2303.63,0,0,0,,,,,,,,,,,,,,,,,
1376,7/10/2010,jueves,7,2334.13,0,0,0,,,,,,,,,,,,,,,,,
1377,8/10/2010,viernes,8,2296.08,0,0,0,,,,,,,,,,,,,,,,,
1378,9/10/2010,sábado,9,2319.66,1,1,0,,,,,,,,,,,,,,,,,
1379,10/10/2010,domingo,10,2351.50,1,0,0,,,,,,,,,,,,,,,,,
1380,11/10/2010,lunes,11,2346.55,0,0,0,,,,,,,,,,,,,,,,,
1381,12/10/2010,martes,12,2433.57,0,0,0,,,,,,,,,,,,,,,,,
1382,13/10/2010,miércoles,13,2402.46,0,0,0,,,,,,,,,,,,,,,,,
1383,14/10/2010,jueves,14,2470.88,0,0,0,,,,,,,,,,,,,,,,,
1384,15/10/2010,viernes,15,2407.29,0,0,0,,,,,,,,,,,,,,,,,
1385,16/10/2010,sábado,16,2340.43,1,0,0,,,,,,,,,,,,,,,,,
1386,17/10/2010,domingo,17,2400.59,1,0,0,,,,,,,,,,,,,,,,,
1387,18/10/2010,lunes,18,2382.58,0,0,0,,,,,,,,,,,,,,,,,
1388,19/10/2010,martes,19,2296.54,0,0,0,,,,,,,,,,,,,,,,,
1389,20/10/2010,miércoles,20,2328.10,0,0,0,,,,,,,,,,,,,,,,,
1390,21/10/2010,jueves,21,2451.18,0,0,0,,,,,,,,,,,,,,,,,
1391,22/10/2010,viernes,22,2456.08,0,0,0,,,,,,,,,,,,,,,,,
1392,23/10/2010,sábado,23,2479.42,1,0,0,,,,,,,,,,,,,,,,,
1393,24/10/2010,domingo,24,2416.62,1,0,0,,,,,,,,,,,,,,,,,
1394,25/10/2010,lunes,25,2419.31,0,0,0,,,,,,,,,,,,,,,,,
1395,26/10/2010,martes,26,2468.43,0,0,0,,,,,,,,,,,,,,,,,
1396,27/10/2010,miércoles,27,2443.34,0,0,0,,,,,,,,,,,,,,,,,
1397,28/10/2010,jueves,28,2275.57,0,0,0,,,,,,,,,,,,,,,,,
1398,29/10/2010,viernes,29,2551.26,0,0,0,,,,,,,,,,,,,,,,,
1399,30/10/2010,sábado,30,2394.36,1,0,0,,,,,,,,,,,,,,,,,
1400,31/10/2010,domingo,31,2252.15,1,0,0,,,,,,,,,,,,,,,,,
1401,1/11/2010,lunes,1,2185.23,0,0,0,,,,,,,,,,,,,,,,,
1402,2/11/2010,martes,2,2201.72,0,1,0,,,,,,,,,,,,,,,,,
1403,3/11/2010,miércoles,3,2348.98,0,1,0,,,,,,,,,,,,,,,,,
1404,4/11/2010,jueves,4,2438.18,0,0,0,,,,,,,,,,,,,,,,,
1405,5/11/2010,viernes,5,2483.11,0,0,0,,,,,,,,,,,,,,,,,
1406,6/11/2010,sábado,6,2605.28,1,0,0,,,,,,,,,,,,,,,,,
1407,7/11/2010,domingo,7,2460.75,1,0,0,,,,,,,,,,,,,,,,,
1408,8/11/2010,lunes,8,2537.00,0,0,0,,,,,,,,,,,,,,,,,
1409,9/11/2010,martes,9,2518.94,0,0,0,,,,,,,,,,,,,,,,,
1410,10/11/2010,miércoles,10,2415.11,0,0,0,,,,,,,,,,,,,,,,,
1411,11/11/2010,jueves,11,2311.04,0,0,0,,,,,,,,,,,,,,,,,
1412,12/11/2010,viernes,12,2351.78,0,0,0,,,,,,,,,,,,,,,,,
1413,13/11/2010,sábado,13,2307.24,1,0,0,,,,,,,,,,,,,,,,,
1414,14/11/2010,domingo,14,2253.51,1,0,0,,,,,,,,,,,,,,,,,
1415,15/11/2010,lunes,15,2301.50,0,0,0,,,,,,,,,,,,,,,,,
1416,16/11/2010,martes,16,2314.44,0,0,0,,,,,,,,,,,,,,,,,
1417,17/11/2010,miércoles,17,2319.94,0,0,0,,,,,,,,,,,,,,,,,
1418,18/11/2010,jueves,18,2389.03,0,0,0,,,,,,,,,,,,,,,,,
1419,19/11/2010,viernes,19,2300.41,0,0,0,,,,,,,,,,,,,,,,,
1420,20/11/2010,sábado,20,2304.21,1,0,0,,,,,,,,,,,,,,,,,
1421,21/11/2010,domingo,21,2340.12,1,0,0,,,,,,,,,,,,,,,,,
1422,22/11/2010,lunes,22,2329.25,0,0,0,,,,,,,,,,,,,,,,,
1423,23/11/2010,martes,23,2364.20,0,0,0,,,,,,,,,,,,,,,,,
1424,24/11/2010,miércoles,24,2384.56,0,0,0,,,,,,,,,,,,,,,,,
1425,25/11/2010,jueves,25,2392.89,0,0,0,,,,,,,,,,,,,,,,,
1426,26/11/2010,viernes,26,2355.82,0,0,0,,,,,,,,,,,,,,,,,
1427,27/11/2010,sábado,27,2338.40,1,0,0,,,,,,,,,,,,,,,,,
1428,28/11/2010,domingo,28,2355.02,1,0,0,,,,,,,,,,,,,,,,,
1429,29/11/2010,lunes,29,2456.70,0,0,0,,,,,,,,,,,,,,,,,
1430,30/11/2010,martes,30,2325.80,0,0,0,,,,,,,,,,,,,,,,,
1431,1/12/2010,miércoles,1,2356.24,0,0,0,,,,,,,,,,,,,,,,,
1432,2/12/2010,jueves,2,2338.08,0,0,0,,,,,,,,,,,,,,,,,
1433,3/12/2010,viernes,3,2323.85,0,0,0,,,,,,,,,,,,,,,,,
1434,4/12/2010,sábado,4,2277.02,1,0,0,,,,,,,,,,,,,,,,,
1435,5/12/2010,domingo,5,2300.58,1,0,0,,,,,,,,,,,,,,,,,
1436,6/12/2010,lunes,6,2339.18,0,1,0,,,,,,,,,,,,,,,,,
1437,7/12/2010,martes,7,2504.45,0,0,0,,,,,,,,,,,,,,,,,
1438,8/12/2010,miércoles,8,2396.77,0,0,0,,,,,,,,,,,,,,,,,
1439,9/12/2010,jueves,9,2468.55,0,0,0,,,,,,,,,,,,,,,,,
1440,10/12/2010,viernes,10,2380.45,0,0,0,,,,,,,,,,,,,,,,,
1441,11/12/2010,sábado,11,2394.82,1,0,0,,,,,,,,,,,,,,,,,
1442,12/12/2010,domingo,12,2333.71,1,0,0,,,,,,,,,,,,,,,,,
1443,13/12/2010,lunes,13,2333.50,0,0,0,,,,,,,,,,,,,,,,,
1444,14/12/2010,martes,14,2470.71,0,0,0,,,,,,,,,,,,,,,,,
1445,15/12/2010,miércoles,15,2301.78,0,0,0,,,,,,,,,,,,,,,,,
1446,16/12/2010,jueves,16,2346.20,0,0,0,,,,,,,,,,,,,,,,,
1447,17/12/2010,viernes,17,2367.51,0,0,0,,,,,,,,,,,,,,,,,
1448,18/12/2010,sábado,18,2292.04,1,0,0,,,,,,,,,,,,,,,,,
1449,19/12/2010,domingo,19,2297.47,1,0,0,,,,,,,,,,,,,,,,,
1450,20/12/2010,lunes,20,2376.80,0,0,0,,,,,,,,,,,,,,,,,
1451,21/12/2010,martes,21,2349.55,0,0,0,,,,,,,,,,,,,,,,,
1452,22/12/2010,miércoles,22,2359.02,0,0,0,,,,,,,,,,,,,,,,,
1453,23/12/2010,jueves,23,2274.48,0,0,0,,,,,,,,,,,,,,,,,
1454,24/12/2010,viernes,24,2316.29,0,0,0,,,,,,,,,,,,,,,,,
1455,25/12/2010,sábado,25,2176.90,1,1,0,,,,,,,,,,,,,,,,,
1456,26/12/2010,domingo,26,2176.53,1,0,0,,,,,,,,,,,,,,,,,
1457,27/12/2010,lunes,27,2307.90,0,0,0,,,,,,,,,,,,,,,,,
1458,28/12/2010,martes,28,2358.30,0,0,0,,,,,,,,,,,,,,,,,
1459,29/12/2010,miércoles,29,2370.08,0,0,0,,,,,,,,,,,,,,,,,
1460,30/12/2010,jueves,30,2346.60,0,0,0,,,,,,,,,,,,,,,,,
1461,31/12/2010,viernes,31,2339.08,0,0,0,,,,,,,,,,,,,,,,,
1462,1/1/2011,sábado,1,2174.74,1,1,0,,,,,,,,,,,,,,,,,
1463,2/1/2011,domingo,2,2193.34,1,0,0,,,,,,,,,,,,,,,,,
1464,3/1/2011,lunes,3,2197.91,0,0,0,,,,,,,,,,,,,,,,,
1465,4/1/2011,martes,4,2258.25,0,0,0,,,,,,,,,,,,,,,,,
1466,5/1/2011,miércoles,5,2267.15,0,0,0,,,,,,,,,,,,,,,,,
1467,6/1/2011,jueves,6,2308.92,0,0,0,,,,,,,,,,,,,,,,,
1468,7/1/2011,viernes,7,2247.41,0,0,0,,,,,,,,,,,,,,,,,
1469,8/1/2011,sábado,8,2307.19,1,0,0,,,,,,,,,,,,,,,,,
1470,9/1/2011,domingo,9,2283.71,1,0,0,,,,,,,,,,,,,,,,,
1471,10/1/2011,lunes,10,2242.20,0,0,0,,,,,,,,,,,,,,,,,
1472,11/1/2011,martes,11,2320.76,0,0,0,,,,,,,,,,,,,,,,,
1473,12/1/2011,miércoles,12,2263.49,0,0,0,,,,,,,,,,,,,,,,,
1474,13/1/2011,jueves,13,2227.14,0,0,0,,,,,,,,,,,,,,,,,
1475,14/1/2011,viernes,14,2297.68,0,0,0,,,,,,,,,,,,,,,,,
1476,15/1/2011,sábado,15,2219.50,1,0,0,,,,,,,,,,,,,,,,,
1477,16/1/2011,domingo,16,2226.75,1,0,0,,,,,,,,,,,,,,,,,
1478,17/1/2011,lunes,17,2329.52,0,0,0,,,,,,,,,,,,,,,,,
1479,18/1/2011,martes,18,2287.84,0,0,0,,,,,,,,,,,,,,,,,
1480,19/1/2011,miércoles,19,2344.05,0,0,0,,,,,,,,,,,,,,,,,
1481,20/1/2011,jueves,20,2281.73,0,0,0,,,,,,,,,,,,,,,,,
1482,21/1/2011,viernes,21,2352.77,0,0,0,,,,,,,,,,,,,,,,,
1483,22/1/2011,sábado,22,2332.21,1,0,0,,,,,,,,,,,,,,,,,
1484,23/1/2011,domingo,23,2249.57,1,0,0,,,,,,,,,,,,,,,,,
1485,24/1/2011,lunes,24,2373.18,0,0,0,,,,,,,,,,,,,,,,,
1486,25/1/2011,martes,25,2371.45,0,0,0,,,,,,,,,,,,,,,,,
1487,26/1/2011,miércoles,26,2404.67,0,0,0,,,,,,,,,,,,,,,,,
1488,27/1/2011,jueves,27,2360.29,0,0,0,,,,,,,,,,,,,,,,,
1489,28/1/2011,viernes,28,2261.30,0,0,0,,,,,,,,,,,,,,,,,
1490,29/1/2011,sábado,29,2253.50,1,0,0,,,,,,,,,,,,,,,,,
1491,30/1/2011,domingo,30,2309.68,1,0,0,,,,,,,,,,,,,,,,,
1492,31/1/2011,lunes,31,2333.12,0,0,0,,,,,,,,,,,,,,,,,
1493,1/2/2011,martes,1,2328.53,0,0,0,,,,,,,,,,,,,,,,,
1494,2/2/2011,miércoles,2,2348.09,0,0,0,,,,,,,,,,,,,,,,,
1495,3/2/2011,jueves,3,2384.83,0,0,0,,,,,,,,,,,,,,,,,
1496,4/2/2011,viernes,4,2307.98,0,0,0,,,,,,,,,,,,,,,,,
1497,5/2/2011,sábado,5,2304.94,1,0,0,,,,,,,,,,,,,,,,,
1498,6/2/2011,domingo,6,2374.71,1,0,0,,,,,,,,,,,,,,,,,
1499,7/2/2011,lunes,7,2313.16,0,0,0,,,,,,,,,,,,,,,,,
1500,8/2/2011,martes,8,2332.41,0,0,0,,,,,,,,,,,,,,,,,
1501,9/2/2011,miércoles,9,2298.89,0,0,0,,,,,,,,,,,,,,,,,
1502,10/2/2011,jueves,10,2211.95,0,0,0,,,,,,,,,,,,,,,,,
1503,11/2/2011,viernes,11,2310.98,0,0,0,,,,,,,,,,,,,,,,,
1504,12/2/2011,sábado,12,2274.63,1,0,0,,,,,,,,,,,,,,,,,
1505,13/2/2011,domingo,13,2308.28,1,0,0,,,,,,,,,,,,,,,,,
1506,14/2/2011,lunes,14,2301.79,0,0,0,,,,,,,,,,,,,,,,,
1507,15/2/2011,martes,15,2336.81,0,0,0,,,,,,,,,,,,,,,,,
1508,16/2/2011,miércoles,16,2348.53,0,0,0,,,,,,,,,,,,,,,,,
1509,17/2/2011,jueves,17,2285.75,0,0,0,,,,,,,,,,,,,,,,,
1510,18/2/2011,viernes,18,2370.80,0,0,0,,,,,,,,,,,,,,,,,
1511,19/2/2011,sábado,19,2283.54,1,0,0,,,,,,,,,,,,,,,,,
1512,20/2/2011,domingo,20,2305.70,1,0,0,,,,,,,,,,,,,,,,,
1513,21/2/2011,lunes,21,2241.44,0,0,0,,,,,,,,,,,,,,,,,
1514,22/2/2011,martes,22,2299.94,0,0,0,,,,,,,,,,,,,,,,,
1515,23/2/2011,miércoles,23,2430.74,0,0,0,,,,,,,,,,,,,,,,,
1516,24/2/2011,jueves,24,2287.38,0,0,0,,,,,,,,,,,,,,,,,
1517,25/2/2011,viernes,25,2291.90,0,0,0,,,,,,,,,,,,,,,,,
1518,26/2/2011,sábado,26,2302.78,1,0,0,,,,,,,,,,,,,,,,,
1519,27/2/2011,domingo,27,2326.38,1,0,0,,,,,,,,,,,,,,,,,
1520,28/2/2011,lunes,28,2334.48,0,0,0,,,,,,,,,,,,,,,,,
1521,1/3/2011,martes,1,2126.03,0,0,0,,,,,,,,,,,,,,,,,
1522,2/3/2011,miércoles,2,2090.87,0,0,0,,,,,,,,,,,,,,,,,
1523,3/3/2011,jueves,3,2147.25,0,0,0,,,,,,,,,,,,,,,,,
1524,4/3/2011,viernes,4,2264.76,0,0,0,,,,,,,,,,,,,,,,,
1525,5/3/2011,sábado,5,2334.74,1,0,0,,,,,,,,,,,,,,,,,
1526,6/3/2011,domingo,6,2149.32,1,0,0,,,,,,,,,,,,,,,,,
1527,7/3/2011,lunes,7,2119.63,0,1,0,,,,,,,,,,,,,,,,,
1528,8/3/2011,martes,8,2270.25,0,1,0,,,,,,,,,,,,,,,,,
1529,9/3/2011,miércoles,9,2255.80,0,0,0,,,,,,,,,,,,,,,,,
1530,10/3/2011,jueves,10,2252.79,0,0,0,,,,,,,,,,,,,,,,,
1531,11/3/2011,viernes,11,2271.38,0,0,0,,,,,,,,,,,,,,,,,
1532,12/3/2011,sábado,12,2250.12,1,0,0,,,,,,,,,,,,,,,,,
1533,13/3/2011,domingo,13,2368.53,1,0,0,,,,,,,,,,,,,,,,,
1534,14/3/2011,lunes,14,2268.93,0,0,0,,,,,,,,,,,,,,,,,
1535,15/3/2011,martes,15,2223.22,0,0,0,,,,,,,,,,,,,,,,,
1536,16/3/2011,miércoles,16,2288.41,0,0,0,,,,,,,,,,,,,,,,,
1537,17/3/2011,jueves,17,2313.89,0,0,0,,,,,,,,,,,,,,,,,
1538,18/3/2011,viernes,18,2328.79,0,0,0,,,,,,,,,,,,,,,,,
1539,19/3/2011,sábado,19,2266.30,1,0,0,,,,,,,,,,,,,,,,,
1540,20/3/2011,domingo,20,2050.30,1,0,0,,,,,,,,,,,,,,,,,
1541,21/3/2011,lunes,21,1890.69,0,0,0,,,,,,,,,,,,,,,,,
1542,22/3/2011,martes,22,1902.03,0,0,0,,,,,,,,,,,,,,,,,
1543,23/3/2011,miércoles,23,1899.14,0,0,0,,,,,,,,,,,,,,,,,
1544,24/3/2011,jueves,24,1964.72,0,0,0,,,,,,,,,,,,,,,,,
1545,25/3/2011,viernes,25,1943.46,0,0,0,,,,,,,,,,,,,,,,,
1546,26/3/2011,sábado,26,1924.23,1,0,0,,,,,,,,,,,,,,,,,
1547,27/3/2011,domingo,27,2016.13,1,0,0,,,,,,,,,,,,,,,,,
1548,28/3/2011,lunes,28,2184.39,0,0,0,,,,,,,,,,,,,,,,,
1549,29/3/2011,martes,29,2231.80,0,0,0,,,,,,,,,,,,,,,,,
1550,30/3/2011,miércoles,30,2132.10,0,0,0,,,,,,,,,,,,,,,,,
1551,31/3/2011,jueves,31,2200.39,0,0,0,,,,,,,,,,,,,,,,,
1552,1/4/2011,viernes,1,2327.45,0,0,0,,,,,,,,,,,,,,,,,
1553,2/4/2011,sábado,2,2341.53,1,0,0,,,,,,,,,,,,,,,,,
1554,3/4/2011,domingo,3,2352.55,1,0,0,,,,,,,,,,,,,,,,,
1555,4/4/2011,lunes,4,2239.42,0,0,0,,,,,,,,,,,,,,,,,
1556,5/4/2011,martes,5,2389.88,0,0,0,,,,,,,,,,,,,,,,,
1557,6/4/2011,miércoles,6,2236.31,0,0,0,,,,,,,,,,,,,,,,,
1558,7/4/2011,jueves,7,2291.60,0,0,0,,,,,,,,,,,,,,,,,
1559,8/4/2011,viernes,8,2308.29,0,0,0,,,,,,,,,,,,,,,,,
1560,9/4/2011,sábado,9,2252.32,1,0,0,,,,,,,,,,,,,,,,,
1561,10/4/2011,domingo,10,2201.21,1,0,0,,,,,,,,,,,,,,,,,
1562,11/4/2011,lunes,11,2251.71,0,0,0,,,,,,,,,,,,,,,,,
1563,12/4/2011,martes,12,2298.98,0,0,0,,,,,,,,,,,,,,,,,
1564,13/4/2011,miércoles,13,2296.45,0,0,0,,,,,,,,,,,,,,,,,
1565,14/4/2011,jueves,14,2229.68,0,0,0,,,,,,,,,,,,,,,,,
1566,15/4/2011,viernes,15,2278.22,0,0,0,,,,,,,,,,,,,,,,,
1567,16/4/2011,sábado,16,2238.21,1,0,0,,,,,,,,,,,,,,,,,
1568,17/4/2011,domingo,17,2216.91,1,0,0,,,,,,,,,,,,,,,,,
1569,18/4/2011,lunes,18,2245.15,0,0,0,,,,,,,,,,,,,,,,,
1570,19/4/2011,martes,19,2309.06,0,0,0,,,,,,,,,,,,,,,,,
1571,20/4/2011,miércoles,20,2366.10,0,0,0,,,,,,,,,,,,,,,,,
1572,21/4/2011,jueves,21,2262.99,0,0,0,,,,,,,,,,,,,,,,,
1573,22/4/2011,viernes,22,2124.39,0,1,0,,,,,,,,,,,,,,,,,
1574,23/4/2011,sábado,23,2190.44,1,0,0,,,,,,,,,,,,,,,,,
1575,24/4/2011,domingo,24,2224.71,1,0,0,,,,,,,,,,,,,,,,,
1576,25/4/2011,lunes,25,2055.10,0,0,0,,,,,,,,,,,,,,,,,
1577,26/4/2011,martes,26,2256.41,0,0,0,,,,,,,,,,,,,,,,,
1578,27/4/2011,miércoles,27,2281.01,0,0,0,,,,,,,,,,,,,,,,,
1579,28/4/2011,jueves,28,2217.14,0,0,0,,,,,,,,,,,,,,,,,
1580,29/4/2011,viernes,29,2345.12,0,0,0,,,,,,,,,,,,,,,,,
1581,30/4/2011,sábado,30,2337.31,1,0,0,,,,,,,,,,,,,,,,,
1582,1/5/2011,domingo,1,2366.76,1,1,0,,,,,,,,,,,,,,,,,
1583,2/5/2011,lunes,2,2334.45,0,0,0,,,,,,,,,,,,,,,,,
1584,3/5/2011,martes,3,2335.90,0,0,0,,,,,,,,,,,,,,,,,
1585,4/5/2011,miércoles,4,2343.27,0,0,0,,,,,,,,,,,,,,,,,
1586,5/5/2011,jueves,5,2300.66,0,0,0,,,,,,,,,,,,,,,,,
1587,6/5/2011,viernes,6,2383.15,0,0,0,,,,,,,,,,,,,,,,,
1588,7/5/2011,sábado,7,2259.31,1,0,0,,,,,,,,,,,,,,,,,
1589,8/5/2011,domingo,8,2292.11,1,0,0,,,,,,,,,,,,,,,,,
1590,9/5/2011,lunes,9,2268.49,0,0,0,,,,,,,,,,,,,,,,,
1591,10/5/2011,martes,10,2349.64,0,0,0,,,,,,,,,,,,,,,,,
1592,11/5/2011,miércoles,11,2409.89,0,0,0,,,,,,,,,,,,,,,,,
1593,12/5/2011,jueves,12,2301.14,0,0,0,,,,,,,,,,,,,,,,,
1594,13/5/2011,viernes,13,2268.50,0,0,0,,,,,,,,,,,,,,,,,
1595,14/5/2011,sábado,14,2211.89,1,0,0,,,,,,,,,,,,,,,,,
1596,15/5/2011,domingo,15,2280.38,1,0,0,,,,,,,,,,,,,,,,,
1597,16/5/2011,lunes,16,2349.11,0,0,0,,,,,,,,,,,,,,,,,
1598,17/5/2011,martes,17,2331.85,0,0,0,,,,,,,,,,,,,,,,,
1599,18/5/2011,miércoles,18,2336.56,0,0,0,,,,,,,,,,,,,,,,,
1600,19/5/2011,jueves,19,2316.48,0,0,0,,,,,,,,,,,,,,,,,
1601,20/5/2011,viernes,20,2340.84,0,0,0,,,,,,,,,,,,,,,,,
